venue_name,venue_type,category,city,state,pincode,website_url,owner_name,owner_email,owner_phone,cuisine,address,country,latitude,longitude,google_maps_url,price_range
Quality foods and cakes,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Quality foods and cakes, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8519531,78.7909445,"https://www.google.com/maps?q=23.8519531,78.7909445",Budget
Momo my iove  fast  food,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Momo my iove  fast  food, NH934, Gwalipura Rajakheri, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8507889,78.7869562,"https://www.google.com/maps?q=23.8507889,78.7869562",Budget
pizza point,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,pizza,"pizza point, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8634015,78.8038177,"https://www.google.com/maps?q=23.8634015,78.8038177",Budget
Bisty Bakery & Cafe,Restaurant,Cafe,Sagar,Madhya Pradesh,470001,,,,,cafe,"Bisty Bakery & Cafe, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8635832,78.8040495,"https://www.google.com/maps?q=23.8635832,78.8040495",Budget
Bakery and Cake Shop,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Bakery and Cake Shop, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8628635,78.8053061,"https://www.google.com/maps?q=23.8628635,78.8053061",Budget
Chatkara Food Factory,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Chatkara Food Factory, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8510839,78.7911969,"https://www.google.com/maps?q=23.8510839,78.7911969",Budget
Agarawal's F3 Resturant,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Agarawal's F3 Resturant, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8532,78.7930163,"https://www.google.com/maps?q=23.8532,78.7930163",Budget
Neha Chat Corner Fast Food,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Neha Chat Corner Fast Food, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8512997,78.7914786,"https://www.google.com/maps?q=23.8512997,78.7914786",Budget
Keshari Sweets,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Keshari Sweets, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8511845,78.7909794,"https://www.google.com/maps?q=23.8511845,78.7909794",Budget
GujratN Namkeen  House,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"GujratN Namkeen  House, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8378603,78.7414261,"https://www.google.com/maps?q=23.8378603,78.7414261",Budget
Bharat Bakery,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Bharat Bakery, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8381242,78.7419231,"https://www.google.com/maps?q=23.8381242,78.7419231",Budget
Tha Patties king Risht Patties,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Tha Patties king Risht Patties, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8379839,78.7420582,"https://www.google.com/maps?q=23.8379839,78.7420582",Budget
Naveen Gujara Sweets,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Naveen Gujara Sweets, NH934, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8443131,78.7403653,"https://www.google.com/maps?q=23.8443131,78.7403653",Budget
Shri Ram Chat Center,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Shri Ram Chat Center, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8401203,78.7404273,"https://www.google.com/maps?q=23.8401203,78.7404273",Budget
KANHA  BAKERS,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"KANHA  BAKERS, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8397984,78.7429625,"https://www.google.com/maps?q=23.8397984,78.7429625",Budget
State Side Restaurent,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"State Side Restaurent, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8388443,78.7430594,"https://www.google.com/maps?q=23.8388443,78.7430594",Budget
Yashoda Namkeen & Bakery,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Yashoda Namkeen & Bakery, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8408293,78.7366309,"https://www.google.com/maps?q=23.8408293,78.7366309",Budget
Sagar Restaurant & Bar,Restaurant,Bar & Restaurant,Berkheri Khurd,Madhya Pradesh,470002,,,,,indian,"Sagar Restaurant & Bar, NH934, Pathariya Hat, Berkheri Khurd, Sagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8563113,78.6981301,"https://www.google.com/maps?q=23.8563113,78.6981301",Budget
Taza Chicken Shop,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,fast_food,"Taza Chicken Shop, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8496921,78.792063,"https://www.google.com/maps?q=23.8496921,78.792063",Budget
Mukesh Hotel,Restaurant,Hotel Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Mukesh Hotel, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8387819,78.7275669,"https://www.google.com/maps?q=23.8387819,78.7275669",Budget
Ankit Jain,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Ankit Jain, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8517944,78.7937853,"https://www.google.com/maps?q=23.8517944,78.7937853",Budget
Jay Gurudev Tiffin Centre Sagar,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Jay Gurudev Tiffin Centre Sagar, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8392293,78.7277616,"https://www.google.com/maps?q=23.8392293,78.7277616",Budget
Badshahi Resturant,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Badshahi Resturant, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8385151,78.7242938,"https://www.google.com/maps?q=23.8385151,78.7242938",Budget
Shree Krishna Family,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Shree Krishna Family, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8374903,78.7221135,"https://www.google.com/maps?q=23.8374903,78.7221135",Budget
Raji daba,Restaurant,Restaurant,Ratona,Madhya Pradesh,470005,,,,,multicuisine,"Raji daba, NH146, Pathariya Hat, Ratona, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470005, India",India,23.832838,78.7041973,"https://www.google.com/maps?q=23.832838,78.7041973",Budget
D2 lounge and restauants,Restaurant,Restaurant,Ratona,Madhya Pradesh,470005,,,,,multicuisine,"D2 lounge and restauants, NH146, Pathariya Hat, Ratona, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470005, India",India,23.8308275,78.6961025,"https://www.google.com/maps?q=23.8308275,78.6961025",Budget
Dana pani,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Dana pani, NH934, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8460592,78.7363161,"https://www.google.com/maps?q=23.8460592,78.7363161",Budget
Nema Ji Hotel,Restaurant,Hotel Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Nema Ji Hotel, NH934, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8479877,78.7422252,"https://www.google.com/maps?q=23.8479877,78.7422252",Budget
Mr.Chicken,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,fast_food,"Mr.Chicken, NH934, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8482325,78.7386673,"https://www.google.com/maps?q=23.8482325,78.7386673",Budget
Army canteen,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Army canteen, NH934, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8529702,78.7448881,"https://www.google.com/maps?q=23.8529702,78.7448881",Budget
The  Seven Dials,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"The  Seven Dials, NH934, Bamara, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8728118,78.8089773,"https://www.google.com/maps?q=23.8728118,78.8089773",Budget
Vikram Hotel,Restaurant,Hotel Restaurant,Dungasara,Madhya Pradesh,470004,,,,,multicuisine,"Vikram Hotel, SH63, Baheriya, Dungasara, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8844646,78.8205406,"https://www.google.com/maps?q=23.8844646,78.8205406",Budget
Neelam,Restaurant,Restaurant,Sagar,Madhya Pradesh,470003,,,,,multicuisine,"Neelam, SH21, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470003, India",India,23.836471,78.7621565,"https://www.google.com/maps?q=23.836471,78.7621565",Budget
Patel Chat Center Edit,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Patel Chat Center Edit, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8227214,78.7251204,"https://www.google.com/maps?q=23.8227214,78.7251204",Budget
New Bombay  Chowpati  And Restaurants,Restaurant,Restaurant,Sagar,Madhya Pradesh,470003,,,,,indian,"New Bombay  Chowpati  And Restaurants, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470003, India",India,23.8193544,78.7268454,"https://www.google.com/maps?q=23.8193544,78.7268454",Budget
Honey Money Ice Cream,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Honey Money Ice Cream, NH934, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8450575,78.7313228,"https://www.google.com/maps?q=23.8450575,78.7313228",Budget
Shri Mam Krina Store,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Shri Mam Krina Store, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8390687,78.725939,"https://www.google.com/maps?q=23.8390687,78.725939",Budget
Devaliya Ji Maharaj,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Devaliya Ji Maharaj, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8390342,78.7262254,"https://www.google.com/maps?q=23.8390342,78.7262254",Budget
The Dream Cafe and Restaurant,Restaurant,Cafe,Sagar,Madhya Pradesh,470005,,,,,indian,"The Dream Cafe and Restaurant, Pathariya Hat, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470005, India",India,23.8311128,78.7084734,"https://www.google.com/maps?q=23.8311128,78.7084734",Budget
Khana Ondoor,Restaurant,Restaurant,Sagar,Madhya Pradesh,470003,,,,,multicuisine,"Khana Ondoor, SH20, Tilli, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470003, India",India,23.8094967,78.7513577,"https://www.google.com/maps?q=23.8094967,78.7513577",Budget
Hamao Sagar Asian,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Hamao Sagar Asian, SH21, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8302076,78.762965,"https://www.google.com/maps?q=23.8302076,78.762965",Budget
Sai Ki Raosi,Restaurant,Restaurant,Kerwana,Madhya Pradesh,470004,,,,,multicuisine,"Sai Ki Raosi, NH934, Khiria, Kerwana, Sagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.9262261,78.8608195,"https://www.google.com/maps?q=23.9262261,78.8608195",Budget
Hansh raj  hotel and restorant,Restaurant,Hotel Restaurant,Kerwana,Madhya Pradesh,470337,,,,,multicuisine,"Hansh raj  hotel and restorant, NH934, Khiria, Karrapur, Kerwana, Sagar Tahsil, Sagar, Madhya Pradesh, 470337, India",India,23.9374591,78.8707082,"https://www.google.com/maps?q=23.9374591,78.8707082",Budget
Chandan Dhaba,Restaurant,Dhaba,Kerwana,Madhya Pradesh,470113,,,,,north_indian,"Chandan Dhaba, NH934, Khiria, Karrapur, Kerwana, Sagar Tahsil, Sagar, Madhya Pradesh, 470113, India",India,23.9418725,78.8755792,"https://www.google.com/maps?q=23.9418725,78.8755792",Budget
Special  Bara Mungodi Ki Dukan,Restaurant,Bar & Restaurant,Kerwana,Madhya Pradesh,470337,,,,,multicuisine,"Special  Bara Mungodi Ki Dukan, NH934, Khiria, Karrapur, Kerwana, Sagar Tahsil, Sagar, Madhya Pradesh, 470337, India",India,23.9395119,78.8722478,"https://www.google.com/maps?q=23.9395119,78.8722478",Budget
New Hansraj Dhaba,Restaurant,Dhaba,Kerwana,Madhya Pradesh,470113,,,,,north_indian,"New Hansraj Dhaba, NH934, Khiria, Karrapur, Kerwana, Sagar Tahsil, Sagar, Madhya Pradesh, 470113, India",India,23.9495851,78.8856957,"https://www.google.com/maps?q=23.9495851,78.8856957",Budget
New Radha Dhaba and Family-friendly,Restaurant,Dhaba,Sonarai,Madhya Pradesh,470335,,,,,north_indian,"New Radha Dhaba and Family-friendly, NH934, Murari Khurd, Sonarai, Banda Tahsil, Sagar, Madhya Pradesh, 470335, India",India,23.9573067,78.8950445,"https://www.google.com/maps?q=23.9573067,78.8950445",Budget
Vishwanath Bhojnalay,Restaurant,Restaurant,Banda,Madhya Pradesh,470335,,,,,multicuisine,"Vishwanath Bhojnalay, NH934, Banda, Banda Tahsil, Sagar, Madhya Pradesh, 470335, India",India,24.0378909,78.9610052,"https://www.google.com/maps?q=24.0378909,78.9610052",Budget
Krishna dhaba 14 mel,Restaurant,Dhaba,Kerwana,Madhya Pradesh,470335,,,,,north_indian,"Krishna dhaba 14 mel, NH934, Khiria, Karrapur, Kerwana, Sagar Tahsil, Sagar, Madhya Pradesh, 470335, India",India,23.948306,78.8836273,"https://www.google.com/maps?q=23.948306,78.8836273",Budget
Dangel Bhojnalay,Restaurant,Restaurant,Banda,Madhya Pradesh,470335,,,,,multicuisine,"Dangel Bhojnalay, NH934, Banda, Banda Tahsil, Sagar, Madhya Pradesh, 470335, India",India,24.0355793,78.9593761,"https://www.google.com/maps?q=24.0355793,78.9593761",Budget
Bombai pav Bhajhee,Restaurant,Restaurant,Banda,Madhya Pradesh,470335,,,,,multicuisine,"Bombai pav Bhajhee, NH934, Banda, Banda Tahsil, Sagar, Madhya Pradesh, 470335, India",India,24.0411364,78.9623742,"https://www.google.com/maps?q=24.0411364,78.9623742",Budget
Aashiyana Hotel &Residency,Restaurant,Hotel Restaurant,Banda,Madhya Pradesh,470335,,,,,multicuisine,"Aashiyana Hotel &Residency, NH934, Banda, Banda Tahsil, Sagar, Madhya Pradesh, 470335, India",India,24.0485778,78.9667885,"https://www.google.com/maps?q=24.0485778,78.9667885",Budget
Savriya Resntrent,Restaurant,Restaurant,Dungasara,Madhya Pradesh,470021,,,,,multicuisine,"Savriya Resntrent, SH63, Nayakhera, Dungasara, Sagar Tahsil, Sagar, Madhya Pradesh, 470021, India",India,23.888649,78.8696008,"https://www.google.com/maps?q=23.888649,78.8696008",Budget
Ansh Bhojnalay,Restaurant,Restaurant,Rusalia,Madhya Pradesh,470004,,,,,multicuisine,"Ansh Bhojnalay, NH44, Siddhagawan, Rusalia, Sagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8859248,78.8291292,"https://www.google.com/maps?q=23.8859248,78.8291292",Budget
Vinayak Dhaba & Restaurant,Restaurant,Dhaba,Dungasara,Madhya Pradesh,470021,,,,,indian,"Vinayak Dhaba & Restaurant, SH63, Siddhagawan, Dungasara, Sagar Tahsil, Sagar, Madhya Pradesh, 470021, India",India,23.8867956,78.845937,"https://www.google.com/maps?q=23.8867956,78.845937",Budget
Shiva Dhaba,Restaurant,Dhaba,Dungasara,Madhya Pradesh,470021,,,,,north_indian,"Shiva Dhaba, SH63, Siddhagawan, Dungasara, Sagar Tahsil, Sagar, Madhya Pradesh, 470021, India",India,23.8876394,78.8376392,"https://www.google.com/maps?q=23.8876394,78.8376392",Budget
Parihar Restaurant and dhaba,Restaurant,Dhaba,Dungasara,Madhya Pradesh,470004,,,,,indian,"Parihar Restaurant and dhaba, SH63, Kerwana, Dungasara, Sagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.889401,78.8608697,"https://www.google.com/maps?q=23.889401,78.8608697",Budget
Bargad Dhaba,Restaurant,Bar & Restaurant,Dungasara,Madhya Pradesh,470021,,,,,north_indian,"Bargad Dhaba, SH63, Nayakhera, Dungasara, Sagar Tahsil, Sagar, Madhya Pradesh, 470021, India",India,23.8895192,78.8649724,"https://www.google.com/maps?q=23.8895192,78.8649724",Budget
Kalyan Singh Lodhi,Restaurant,Restaurant,Parsonria,Madhya Pradesh,470021,,,,,multicuisine,"Kalyan Singh Lodhi, SH63, Parsoriya, Parsonria, Sagar Tahsil, Sagar, Madhya Pradesh, 470021, India",India,23.8538666,78.9344099,"https://www.google.com/maps?q=23.8538666,78.9344099",Budget
Annapurna dhaba,Restaurant,Dhaba,Parsonria,Madhya Pradesh,470001,,,,,north_indian,"Annapurna dhaba, SH63, Parsoriya, Parsonria, Sagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8644254,78.9187689,"https://www.google.com/maps?q=23.8644254,78.9187689",Budget
Guru Kripa Chaumin Center,Restaurant,Restaurant,Parsonria,Madhya Pradesh,470021,,,,,multicuisine,"Guru Kripa Chaumin Center, SH63, Parsoriya, Parsonria, Sagar Tahsil, Sagar, Madhya Pradesh, 470021, India",India,23.8537316,78.9349925,"https://www.google.com/maps?q=23.8537316,78.9349925",Budget
Sameer Dhaba,Restaurant,Dhaba,Chandwar,Madhya Pradesh,470001,,,,,north_indian,"Sameer Dhaba, SH63, Parsoriya, Chandwar, Sagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8486639,78.9430795,"https://www.google.com/maps?q=23.8486639,78.9430795",Budget
Jain chat  Bhandar,Restaurant,Restaurant,Dumar,Madhya Pradesh,470229,,,,,multicuisine,"Jain chat  Bhandar, SH63, Garhakota, Dumar, Garhakota Tahsil, Sagar, Madhya Pradesh, 470229, India",India,23.7819678,79.1465106,"https://www.google.com/maps?q=23.7819678,79.1465106",Budget
Indian Dhaba,Restaurant,Dhaba,Barpani,Madhya Pradesh,470232,,,,,north_indian,"Indian Dhaba, SH63, Barpani, Sagar Tahsil, Sagar, Madhya Pradesh, 470232, India",India,23.8241248,79.0011268,"https://www.google.com/maps?q=23.8241248,79.0011268",Budget
Bundelkhand  Dhaba,Restaurant,Dhaba,Ragoli,Madhya Pradesh,470232,,,,,north_indian,"Bundelkhand  Dhaba, SH63, Parasiya, Ragoli, Sagar Tahsil, Sagar, Madhya Pradesh, 470232, India",India,23.793467,79.0607402,"https://www.google.com/maps?q=23.793467,79.0607402",Budget
Shri Thkur ji Restorent  & Dhaba,Restaurant,Dhaba,Ragoli,Madhya Pradesh,470232,,,,,north_indian,"Shri Thkur ji Restorent  & Dhaba, SH63, Barpani, Ragoli, Sagar Tahsil, Sagar, Madhya Pradesh, 470232, India",India,23.7944615,79.0562341,"https://www.google.com/maps?q=23.7944615,79.0562341",Budget
Neshnal Dhaba,Restaurant,Dhaba,Dumar,Madhya Pradesh,470229,,,,,north_indian,"Neshnal Dhaba, SH63, Garhakota, Dumar, Garhakota Tahsil, Sagar, Madhya Pradesh, 470229, India",India,23.7801725,79.1528158,"https://www.google.com/maps?q=23.7801725,79.1528158",Budget
GopalJi Bikaner Sweet Corner,Restaurant,Restaurant,Dumar,Madhya Pradesh,470229,,,,,multicuisine,"GopalJi Bikaner Sweet Corner, SH63, Garhakota, Dumar, Garhakota Tahsil, Sagar, Madhya Pradesh, 470229, India",India,23.7818249,79.1464514,"https://www.google.com/maps?q=23.7818249,79.1464514",Budget
Sapre Restorent,Restaurant,Restaurant,Dumar,Madhya Pradesh,470229,,,,,multicuisine,"Sapre Restorent, SH63, Garhakota, Dumar, Garhakota Tahsil, Sagar, Madhya Pradesh, 470229, India",India,23.7801553,79.150799,"https://www.google.com/maps?q=23.7801553,79.150799",Budget
New Bikaner Sweets & Namkeen,Restaurant,Restaurant,Dumar,Madhya Pradesh,470229,,,,,multicuisine,"New Bikaner Sweets & Namkeen, SH63, Garhakota, Dumar, Garhakota Tahsil, Sagar, Madhya Pradesh, 470229, India",India,23.7820422,79.1463488,"https://www.google.com/maps?q=23.7820422,79.1463488",Budget
Aadrika Resntrent & Bhojnalay,Restaurant,Restaurant,Dumar,Madhya Pradesh,470229,,,,,multicuisine,"Aadrika Resntrent & Bhojnalay, SH63, Garhakota, Dumar, Garhakota Tahsil, Sagar, Madhya Pradesh, 470229, India",India,23.7819175,79.1462794,"https://www.google.com/maps?q=23.7819175,79.1462794",Budget
Indian Family-Friendly,Restaurant,Restaurant,Dumar,Madhya Pradesh,470229,,,,,indian,"Indian Family-Friendly, SH63, Garhakota, Dumar, Garhakota Tahsil, Sagar, Madhya Pradesh, 470229, India",India,23.7816843,79.1465829,"https://www.google.com/maps?q=23.7816843,79.1465829",Budget
Shri Gopal Ji Restaurant Gargakota,Restaurant,Restaurant,Ragoli,Madhya Pradesh,470232,,,,,indian,"Shri Gopal Ji Restaurant Gargakota, SH63, Garhakota, Ragoli, Garhakota Tahsil, Sagar, Madhya Pradesh, 470232, India",India,23.7860487,79.1299892,"https://www.google.com/maps?q=23.7860487,79.1299892",Budget
Sakshi Hotel & Restorent,Restaurant,Hotel Restaurant,Ragoli,Madhya Pradesh,470229,,,,,multicuisine,"Sakshi Hotel & Restorent, SH63, Garhakota, Ragoli, Garhakota Tahsil, Sagar, Madhya Pradesh, 470229, India",India,23.7855675,79.1275802,"https://www.google.com/maps?q=23.7855675,79.1275802",Budget
Rishi Hotel,Restaurant,Hotel Restaurant,Bamori,Madhya Pradesh,470228,,,,,multicuisine,"Rishi Hotel, NH44, Bikabmari, Bamori, Sagar Tahsil, Sagar, Madhya Pradesh, 470228, India",India,23.7885156,78.8077618,"https://www.google.com/maps?q=23.7885156,78.8077618",Budget
Mewat haryana Rajasthan hotel,Restaurant,Hotel Restaurant,Bamori,Madhya Pradesh,470001,,,,,multicuisine,"Mewat haryana Rajasthan hotel, NH44, Khenjrabag, Bamori, Sagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.7932469,78.8089334,"https://www.google.com/maps?q=23.7932469,78.8089334",Budget
Motel  Keti Highway,Restaurant,Restaurant,Bamori,Madhya Pradesh,470001,,,,,multicuisine,"Motel  Keti Highway, NH44, Khenjrabag, Bamori, Sagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.7903407,78.8075531,"https://www.google.com/maps?q=23.7903407,78.8075531",Budget
Shrinath Dhaba,Restaurant,Dhaba,Bamori,Madhya Pradesh,470001,,,,,north_indian,"Shrinath Dhaba, SH21, Bikabmari, Bamori, Sagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.7761379,78.8202585,"https://www.google.com/maps?q=23.7761379,78.8202585",Budget
Sawariya Faimili Restorent,Restaurant,Restaurant,Bamori,Madhya Pradesh,470228,,,,,multicuisine,"Sawariya Faimili Restorent, SH21, Bikabmari, Bamori, Sagar Tahsil, Sagar, Madhya Pradesh, 470228, India",India,23.7784996,78.8179986,"https://www.google.com/maps?q=23.7784996,78.8179986",Budget
Mishra Bekary & Doodh Dery,Restaurant,Restaurant,Dhana,Madhya Pradesh,470228,,,,,multicuisine,"Mishra Bekary & Doodh Dery, SH21, Dhana, Sagar Tahsil, Sagar, Madhya Pradesh, 470228, India",India,23.7473933,78.8590058,"https://www.google.com/maps?q=23.7473933,78.8590058",Budget
Pujari Chat Center Dhana,Restaurant,Restaurant,Dhana,Madhya Pradesh,470228,,,,,multicuisine,"Pujari Chat Center Dhana, SH21, Dhana, Sagar Tahsil, Sagar, Madhya Pradesh, 470228, India",India,23.7455294,78.8623001,"https://www.google.com/maps?q=23.7455294,78.8623001",Budget
Akash Dhaba,Restaurant,Dhaba,Dhana,Madhya Pradesh,470228,,,,,north_indian,"Akash Dhaba, SH21, Dhana, Sagar Tahsil, Sagar, Madhya Pradesh, 470228, India",India,23.7383987,78.8732816,"https://www.google.com/maps?q=23.7383987,78.8732816",Budget
Sandeep Dhaba,Restaurant,Dhaba,Barauda,Madhya Pradesh,470228,,,,,north_indian,"Sandeep Dhaba, SH21, Ghatampur, Barauda, Sagar Tahsil, Sagar, Madhya Pradesh, 470228, India",India,23.7274111,78.8916916,"https://www.google.com/maps?q=23.7274111,78.8916916",Budget
Krishna Family Restaurant And Dhaba,Restaurant,Dhaba,Barauda,Madhya Pradesh,470228,,,,,indian,"Krishna Family Restaurant And Dhaba, SH21, Bansia, Barauda, Sagar Tahsil, Sagar, Madhya Pradesh, 470228, India",India,23.7171091,78.9066106,"https://www.google.com/maps?q=23.7171091,78.9066106",Budget
Rajpoot Hotel Indin,Restaurant,Hotel Restaurant,Barauda,Madhya Pradesh,470228,,,,,multicuisine,"Rajpoot Hotel Indin, SH21, Bansia, Barauda, Sagar Tahsil, Sagar, Madhya Pradesh, 470228, India",India,23.7148695,78.9090026,"https://www.google.com/maps?q=23.7148695,78.9090026",Budget
Kalptaru Restaurant & Dhaba,Restaurant,Dhaba,Barauda,Madhya Pradesh,470228,,,,,indian,"Kalptaru Restaurant & Dhaba, SH21, Bansia, Barauda, Sagar Tahsil, Sagar, Madhya Pradesh, 470228, India",India,23.7117601,78.9110319,"https://www.google.com/maps?q=23.7117601,78.9110319",Budget
Indian Coffee House,Restaurant,Cafe,Ranjhi Tahsil,Madhya Pradesh,482020,,,,,cafe,"Indian Coffee House, Shri S.C. Sinha Lane, Cantonment, Ranjhi Tahsil, Jabalpur, Madhya Pradesh, 482020, India",India,23.1219728,79.9702778,"https://www.google.com/maps?q=23.1219728,79.9702778",Budget
